SKU;Display name;Class;Status;Brend;Project;Actually;Added;Dropped;Volume;Alcohol (procents)
#3152;SKU #3152;;;;;;;;0;0
#3153;SKU #3153;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3154;SKU #3154;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3155;SKU #3155;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3156;SKU #3156;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3157;SKU #3157;#11;#1;#41;#1;#1;04.03.2022;01.01.1900;0;0
#3158;SKU #3158;;;;;;;;0;0
#3159;SKU #3159;#1;#1;#11;#1;#1;08.09.2021;01.01.1900;0;0
#3160;SKU #3160;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3161;SKU #3161;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3162;SKU #3162;#12;#1;#275;#34;#1;08.06.2022;01.01.1900;0;0
#3163;SKU #3163;#12;#1;#275;#34;#1;02.06.2022;01.01.1900;0;0
#3164;SKU #3164;#2;#1;#29;#1;#1;01.06.2022;01.01.1900;0;0
#3165;SKU #3165;#2;#1;#29;#1;#1;01.06.2022;01.01.1900;0;0
#3166;SKU #3166;#12;#1;#322;#48;#1;27.10.2021;01.01.1900;0;0
#3167;SKU #3167;#12;#2;#198;#33;#1;01.04.2022;01.01.1900;0;0
#3168;SKU #3168;;;;;;;;0;0
#3169;SKU #3169;#1;#1;#11;#1;#1;11.04.2022;01.01.1900;0;0
#3170;SKU #3170;#1;#1;#50;#1;#1;16.03.2022;01.01.1900;0;0
#3171;SKU #3171;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#3172;SKU #3172;#1;#1;#11;#1;#1;11.07.2022;01.01.1900;0;0
#3173;SKU #3173;#1;#1;#14;#1;#1;29.06.2022;01.01.1900;0;0
#3174;SKU #3174;#1;#1;#50;#1;#1;16.03.2022;01.01.1900;0;0
#3175;SKU #3175;;;;;;;;0;0
#3176;SKU #3176;#1;#1;#49;#1;#1;16.03.2022;01.01.1900;0;0
#3177;SKU #3177;#1;#1;#14;#1;#1;31.03.2022;01.01.1900;0;0
#3178;SKU #3178;#1;#1;#31;#1;#1;07.10.2021;01.01.1900;0;0
#3179;SKU #3179;#9;#1;#33;#1;#1;16.04.2021;01.01.1900;0;0
#3180;SKU #3180;#9;#1;#33;#1;#1;16.04.2021;01.01.1900;0;0
#3181;SKU #3181;#1;#1;#13;#1;#1;31.03.2022;01.01.1900;0;0
#3182;SKU #3182;#1;#1;#15;#1;#1;28.06.2022;01.01.1900;0;0
#3183;SKU #3183;#11;#1;#83;#10;#1;29.06.2022;01.01.1900;0;0
#3184;SKU #3184;#2;#1;#29;#1;#1;01.06.2022;01.01.1900;0;0
#3185;SKU #3185;;;;;;;;0;0
#3186;SKU #3186;;;;;;;;0;0
#3187;SKU #3187;#12;#2;#312;#44;#1;12.01.2022;01.01.1900;0;0
#3188;SKU #3188;#1;#1;#31;#1;#1;07.10.2021;01.01.1900;0;0
#3189;SKU #3189;#12;#1;#239;#33;#1;11.05.2022;01.01.1900;0;0
#3190;SKU #3190;#1;#1;#13;#1;#1;29.06.2022;01.01.1900;0;0
#3191;SKU #3191;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3192;SKU #3192;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3193;SKU #3193;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3194;SKU #3194;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3195;SKU #3195;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3196;SKU #3196;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3197;SKU #3197;#7;#1;#62;#6;#1;01.08.2022;01.01.1900;0;0
#3198;SKU #3198;#18;#3;#338;#50;#1;02.09.2022;01.01.1900;0;0
#3199;SKU #3199;#12;#1;#272;#34;#2;26.08.2021;01.01.1900;0;0
#3200;SKU #3200;#13;#1;#272;#34;#2;26.08.2021;01.01.1900;0;0
#3201;SKU #3201;#12;#1;#232;#33;#1;30.06.2022;01.01.1900;0;0
#3202;SKU #3202;#12;#1;#232;#33;#1;30.06.2022;01.01.1900;0;0
#3203;SKU #3203;#13;#1;#272;#34;#2;26.08.2021;01.01.1900;0;0
#3204;SKU #3204;#6;#1;#99;#17;#1;31.01.2020;21.03.2022;0;0
#3205;SKU #3205;#12;#2;#305;#41;#1;26.11.2018;24.03.2022;0;0
#3206;SKU #3206;#10;#1;#116;#20;#1;19.08.2022;01.01.1900;0;0
#3207;SKU #3207;#10;#1;#116;#20;#1;18.08.2022;01.01.1900;0;0
#3208;SKU #3208;#14;#1;#118;#20;#1;18.08.2022;01.01.1900;0;0
#3209;SKU #3209;#1;#1;#11;#1;#1;20.04.2022;01.01.1900;0;0
#3210;SKU #3210;;;;;;;;0;0
#3211;SKU #3211;#12;#1;#269;#34;#1;21.06.2022;01.01.1900;0;0
#3212;SKU #3212;#12;#1;#269;#34;#1;21.06.2022;01.01.1900;0;0
#3213;SKU #3213;#12;#1;#269;#34;#1;21.06.2022;01.01.1900;0;0
#3214;SKU #3214;#5;#1;#117;#20;#1;18.08.2022;01.01.1900;0;0
#3215;SKU #3215;#5;#1;#117;#20;#1;18.08.2022;01.01.1900;0;0
#3216;SKU #3216;#9;#4;#109;#19;#1;22.03.2022;01.01.1900;0;0
#3217;SKU #3217;;;;;;;;0;0
#3218;SKU #3218;#14;#1;#118;#20;#1;18.08.2022;01.01.1900;0;0
#3219;SKU #3219;#9;#4;#109;#19;#1;22.03.2022;01.01.1900;0;0
#3220;SKU #3220;#1;#1;#9;#1;#1;16.07.2018;01.01.1900;0;0
#3221;SKU #3221;#1;#1;#15;#1;#1;18.01.2022;01.01.1900;0;0
#3222;SKU #3222;;;;;;;;0;0
#3223;SKU #3223;#1;#1;#11;#1;#1;16.09.2021;01.01.1900;0;0
#3224;SKU #3224;#12;#1;#269;#34;#1;21.06.2022;01.01.1900;0;0
#3225;SKU #3225;#12;#1;#242;#33;#1;08.07.2022;01.01.1900;0;0
#3226;SKU #3226;#12;#1;#242;#33;#1;08.07.2022;01.01.1900;0;0
#3227;SKU #3227;#12;#1;#242;#33;#1;08.07.2022;01.01.1900;0;0
#3228;SKU #3228;#12;#1;#242;#33;#1;08.07.2022;01.01.1900;0;0
#3229;SKU #3229;;;;;;;;0;0
#3230;SKU #3230;;;;;;;;0;0
#3231;SKU #3231;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3232;SKU #3232;;;;;;;;0;0
#3233;SKU #3233;#12;#1;#253;#34;#1;04.04.2022;01.01.1900;0;0
#3234;SKU #3234;;;;;;;;0;0
#3235;SKU #3235;#5;#1;#43;#1;#1;05.04.2022;01.01.1900;0;0
#3236;SKU #3236;#10;#1;#127;#22;#1;07.09.2022;01.01.1900;0;0
#3237;SKU #3237;#11;#1;#83;#10;#1;01.09.2022;01.01.1900;0;0
#3238;SKU #3238;#12;#2;#312;#44;#1;12.01.2022;01.01.1900;0;0
#3239;SKU #3239;#12;#1;#282;#35;#1;11.10.2022;01.01.1900;0;0
#3240;SKU #3240;#1;#1;#14;#1;#1;31.03.2022;01.01.1900;0;0
#3241;SKU #3241;;;;;;;;0;0
#3242;SKU #3242;;;;;;;;0;0
#3243;SKU #3243;;;;;;;;0;0
#3244;SKU #3244;;;;;;;;0;0
#3245;SKU #3245;#10;#1;#128;#22;#1;07.09.2022;01.01.1900;0;0
#3246;SKU #3246;#10;#1;#127;#22;#1;07.09.2022;01.01.1900;0;0
#3247;SKU #3247;;;;;;;;0;0
#3248;SKU #3248;;;;;;;;0;0
#3249;SKU #3249;#10;#1;#127;#22;#1;07.09.2022;01.01.1900;0;0
#3250;SKU #3250;#10;#1;#127;#22;#1;07.09.2022;01.01.1900;0;0
#3251;SKU #3251;#18;#3;#338;#50;#1;19.05.2022;01.01.1900;0;0
#3252;SKU #3252;;;;;;;;0;0
#3253;SKU #3253;;;;;;;;0;0
#3254;SKU #3254;#12;#1;#322;#48;#1;27.10.2021;01.01.1900;0;0
#3255;SKU #3255;#2;#1;#38;#1;#1;01.09.2022;01.01.1900;0;0
#3256;SKU #3256;#2;#1;#38;#1;#1;01.09.2022;01.01.1900;0;0
#3257;SKU #3257;#6;#1;#89;#13;#1;16.03.2022;01.01.1900;0;0
#3258;SKU #3258;#9;#1;#33;#1;#1;25.08.2022;01.01.1900;0;0
#3259;SKU #3259;#1;#1;#43;#1;#1;05.04.2022;01.01.1900;0;0
#3260;SKU #3260;#12;#1;#254;#34;#1;02.08.2022;01.01.1900;0;0
#3261;SKU #3261;#9;#1;#33;#1;#1;25.08.2022;01.01.1900;0;0
#3262;SKU #3262;#5;#1;#125;#22;#1;07.09.2022;01.01.1900;0;0
#3263;SKU #3263;#1;#1;#13;#1;#1;12.09.2022;01.01.1900;0;0
#3264;SKU #3264;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3265;SKU #3265;#10;#1;#87;#12;#1;02.09.2022;01.01.1900;0;0
#3266;SKU #3266;#10;#1;#129;#23;#1;07.09.2022;01.01.1900;0;0
#3267;SKU #3267;#6;#3;#89;#13;#1;27.07.2022;01.01.1900;0;0
#3268;SKU #3268;#10;#1;#55;#4;#1;18.08.2022;01.01.1900;0;0
#3269;SKU #3269;#10;#1;#55;#4;#1;18.08.2022;01.01.1900;0;0
#3270;SKU #3270;#6;#1;#26;#1;#1;27.09.2021;01.01.1900;0;0
#3271;SKU #3271;#12;#1;#241;#33;#1;04.07.2022;01.01.1900;0;0
#3272;SKU #3272;#17;#3;#320;#47;#1;07.02.2022;01.01.1900;0;0
#3273;SKU #3273;#5;#1;#130;#23;#1;07.09.2022;01.01.1900;0;0
#3274;SKU #3274;#10;#1;#129;#23;#1;07.09.2022;01.01.1900;0;0
#3275;SKU #3275;#10;#1;#129;#23;#1;07.09.2022;01.01.1900;0;0
#3276;SKU #3276;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3277;SKU #3277;#10;#1;#55;#4;#1;18.08.2022;01.01.1900;0;0
#3278;SKU #3278;#5;#1;#117;#20;#1;18.08.2022;01.01.1900;0;0
#3279;SKU #3279;#5;#1;#130;#23;#1;07.09.2022;01.01.1900;0;0
#3280;SKU #3280;#10;#3;#55;#4;#1;18.08.2022;01.01.1900;0;0
#3281;SKU #3281;#12;#1;#216;#33;#1;01.08.2022;01.01.1900;0;0
#3282;SKU #3282;#14;#3;#124;#22;#1;07.09.2022;01.01.1900;0;0
#3283;SKU #3283;#10;#1;#121;#21;#1;29.08.2022;01.01.1900;0;0
#3284;SKU #3284;#10;#1;#129;#23;#1;07.09.2022;01.01.1900;0;0
#3285;SKU #3285;#17;#3;#320;#47;#1;07.02.2022;01.01.1900;0;0
#3286;SKU #3286;#11;#1;#83;#10;#1;01.09.2022;01.01.1900;0;0
#3287;SKU #3287;#1;#1;#13;#1;#1;11.04.2022;01.01.1900;0;0
#3288;SKU #3288;#10;#1;#119;#21;#1;26.08.2022;01.01.1900;0;0
#3289;SKU #3289;#1;#4;#9;#1;#1;24.01.2022;01.01.1900;0;0
#3290;SKU #3290;#10;#1;#123;#22;#1;07.09.2022;01.01.1900;0;0
#3291;SKU #3291;#10;#3;#131;#23;#1;07.09.2022;01.01.1900;0;0
#3292;SKU #3292;#10;#1;#123;#22;#1;07.09.2022;01.01.1900;0;0
#3293;SKU #3293;#10;#1;#55;#4;#1;12.09.2022;01.01.1900;0;0
#3294;SKU #3294;#6;#1;#89;#13;#1;23.08.2022;01.01.1900;0;0
#3295;SKU #3295;#5;#1;#126;#22;#1;07.09.2022;01.01.1900;0;0
#3296;SKU #3296;#5;#1;#117;#20;#1;18.08.2022;01.01.1900;0;0
#3297;SKU #3297;#12;#1;#216;#33;#1;01.08.2022;01.01.1900;0;0
#3298;SKU #3298;#10;#1;#120;#21;#1;29.08.2022;01.01.1900;0;0
#3299;SKU #3299;#11;#3;#41;#1;#1;04.03.2022;01.01.1900;0;0
#3300;SKU #3300;#1;#4;#48;#1;#1;20.04.2021;01.01.1900;0;0
#3301;SKU #3301;#17;#3;#320;#47;#1;07.02.2022;01.01.1900;0;0
#3302;SKU #3302;#1;#4;#48;#1;#1;16.04.2021;22.07.2022;0;0
#3303;SKU #3303;#5;#4;#43;#1;#1;28.01.2022;01.01.1900;0;0
#3304;SKU #3304;#12;#3;#245;#33;#1;07.09.2022;01.01.1900;0;0
#3305;SKU #3305;#2;#3;#38;#1;#1;26.02.2018;01.01.1900;0;0
#3306;SKU #3306;#11;#1;#83;#10;#1;01.09.2022;01.01.1900;0;0
#3307;SKU #3307;#12;#1;#243;#33;#1;15.07.2022;01.01.1900;0;0
#3308;SKU #3308;#9;;#43;#1;#1;29.03.2022;01.01.1900;0;0
#3309;SKU #3309;#12;#1;#203;#33;#1;07.09.2022;01.01.1900;0;0
#3310;SKU #3310;#17;#3;#320;#47;#1;07.02.2022;01.01.1900;0;0
#3311;SKU #3311;#11;#3;#41;#1;#1;04.03.2022;01.01.1900;0;0
#3312;SKU #3312;#11;#1;#83;#10;#1;01.09.2022;01.01.1900;0;0
#3313;SKU #3313;#12;#1;#241;#33;#1;04.07.2022;01.01.1900;0;0
#3314;SKU #3314;#10;#1;#116;#20;#1;13.09.2022;01.01.1900;0;0
#3315;SKU #3315;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3316;SKU #3316;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3317;SKU #3317;#11;#4;#110;#19;#1;22.03.2022;01.01.1900;0;0
#3318;SKU #3318;#5;#4;#112;#19;#1;22.03.2022;01.01.1900;0;0
#3319;SKU #3319;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3320;SKU #3320;#1;#4;#47;#1;#1;27.04.2022;01.01.1900;0;0
#3321;SKU #3321;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3322;SKU #3322;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3323;SKU #3323;#1;#3;#49;#1;#1;16.03.2022;01.01.1900;0;0
#3324;SKU #3324;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3325;SKU #3325;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3326;SKU #3326;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3327;SKU #3327;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3328;SKU #3328;#7;#4;#107;#19;#1;22.03.2022;01.01.1900;0;0
#3329;SKU #3329;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3330;SKU #3330;#10;#4;#115;#19;#1;22.03.2022;01.01.1900;0;0
#3331;SKU #3331;#10;#4;#111;#19;#1;22.03.2022;01.01.1900;0;0
#3332;SKU #3332;#7;#4;#107;#19;#1;22.03.2022;01.01.1900;0;0
#3333;SKU #3333;#9;#4;#109;#19;#1;22.03.2022;01.01.1900;0;0
#3334;SKU #3334;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3335;SKU #3335;#5;#1;#122;#22;#1;07.09.2022;01.01.1900;0;0
#3336;SKU #3336;#1;#3;#47;#1;#1;27.04.2022;01.01.1900;0;0
#3337;SKU #3337;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3338;SKU #3338;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3339;SKU #3339;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3340;SKU #3340;#10;#4;#115;#19;#1;22.03.2022;01.01.1900;0;0
#3341;SKU #3341;#1;#4;#9;#1;#1;26.10.2021;01.01.1900;0;0
#3342;SKU #3342;#10;#4;#115;#19;#1;22.03.2022;01.01.1900;0;0
#3343;SKU #3343;#9;#4;#109;#19;#1;22.03.2022;01.01.1900;0;0
#3344;SKU #3344;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3345;SKU #3345;#7;#4;#107;#19;#1;22.03.2022;01.01.1900;0;0
#3346;SKU #3346;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3347;SKU #3347;#1;#1;#15;#1;#1;29.03.2022;01.01.1900;0;0
#3348;SKU #3348;#6;#3;#35;#1;#1;01.12.2021;01.01.1900;0;0
#3349;SKU #3349;#1;#3;#31;#1;#1;04.02.2022;01.01.1900;0;0
#3350;SKU #3350;#12;#3;#245;#33;#1;07.09.2022;01.01.1900;0;0
#3351;SKU #3351;#1;#1;#34;#1;#1;15.02.2021;01.01.1900;0;0
#3352;SKU #3352;#2;#4;#31;#1;#1;13.04.2021;28.07.2022;0;0
#3353;SKU #3353;#2;#3;#19;#1;#1;23.03.2021;01.01.1900;0;0
#3354;SKU #3354;;;;;;;;0;0
#3355;SKU #3355;#6;#1;#99;#17;#1;31.01.2020;21.03.2022;0;0
#3356;SKU #3356;#1;#1;#4;#1;#1;14.09.2022;01.01.1900;0;0
#3357;SKU #3357;#1;#1;#4;#1;#1;18.05.2022;01.01.1900;0;0
#3358;SKU #3358;#1;#1;#4;#1;#1;01.06.2022;01.01.1900;0;0
#3359;SKU #3359;#1;#1;#4;#1;#1;14.09.2022;01.01.1900;0;0
#3360;SKU #3360;#2;#1;#4;#1;#1;14.09.2022;01.01.1900;0;0
#3361;SKU #3361;#2;#1;#4;#1;#1;14.09.2022;01.01.1900;0;0
#3362;SKU #3362;#1;#1;#6;#1;#1;04.12.2015;01.01.1900;0;0
#3363;SKU #3363;#3;;#7;#1;#1;01.01.2001;24.08.2021;0;0
#3364;SKU #3364;#3;;#7;#1;#1;01.01.2001;24.08.2021;0;0
#3365;SKU #3365;#1;#3;#9;#1;#1;15.09.2022;01.01.1900;0;0
#3366;SKU #3366;#1;#2;#9;#1;#2;30.01.2020;22.07.2022;0;0
#3367;SKU #3367;#1;#4;#9;#1;#1;26.10.2021;01.01.1900;0;0
#3368;SKU #3368;#1;#3;#9;#1;#1;04.10.2021;01.01.1900;0;0
#3369;SKU #3369;#1;#1;#9;#1;#1;15.11.2022;01.01.1900;0;0
#3370;SKU #3370;#1;#4;#9;#1;#1;26.10.2021;01.01.1900;0;0
#3371;SKU #3371;#1;#1;#9;#1;#1;15.09.2022;01.01.1900;0;0
#3372;SKU #3372;#1;#1;#9;#1;#1;29.07.2021;01.01.1900;0;0
#3373;SKU #3373;#1;#1;#9;#1;#1;31.05.2016;01.01.1900;0;0
#3374;SKU #3374;#1;#2;#9;#1;#1;31.05.2016;13.07.2018;0;0
#3375;SKU #3375;#1;#3;#9;#1;#1;16.04.2021;01.01.1900;0;0
#3376;SKU #3376;#1;#3;#9;#1;#1;16.04.2021;01.01.1900;0;0
#3377;SKU #3377;#1;#1;#9;#1;#1;31.08.2021;01.01.1900;0;0
#3378;SKU #3378;#1;#3;#9;#1;#1;15.09.2022;01.01.1900;0;0
#3379;SKU #3379;#1;#1;#9;#1;#1;20.05.2022;01.01.1900;0;0
#3380;SKU #3380;#1;#3;#11;#1;#1;18.01.2022;01.01.1900;0;0
#3381;SKU #3381;#1;#3;#11;#1;#1;18.01.2022;01.01.1900;0;0
#3382;SKU #3382;#1;#3;#11;#1;#1;18.01.2022;01.01.1900;0;0
#3383;SKU #3383;#1;#3;#11;#1;#1;18.01.2022;01.01.1900;0;0
#3384;SKU #3384;#1;#1;#11;#1;#1;04.02.2020;01.01.1900;0;0
#3385;SKU #3385;#1;#3;#11;#1;#1;07.04.2021;01.01.1900;0;0
#3386;SKU #3386;#1;#3;#11;#1;#1;15.04.2021;01.01.1900;0;0
#3387;SKU #3387;#1;#1;#11;#1;#1;03.10.2022;01.01.1900;0;0
#3388;SKU #3388;#1;#1;#11;#1;#1;12.02.2019;01.01.1900;0;0
#3389;SKU #3389;#1;#1;#11;#1;#1;12.02.2019;01.01.1900;0;0
#3390;SKU #3390;#1;#3;#11;#1;#1;25.02.2022;01.01.1900;0;0
#3391;SKU #3391;#1;#3;#11;#1;#1;21.05.2021;01.01.1900;0;0
#3392;SKU #3392;#1;#3;#11;#1;#1;20.04.2022;01.01.1900;0;0
#3393;SKU #3393;#1;#3;#11;#1;#1;11.04.2022;01.01.1900;0;0
#3394;SKU #3394;#1;#1;#11;#1;#1;30.11.2022;01.01.1900;0;0
#3395;SKU #3395;#1;#1;#11;#1;#1;09.12.2022;01.01.1900;0;0
#3396;SKU #3396;#1;#1;#12;#1;#1;20.04.2021;01.01.1900;0;0
#3397;SKU #3397;#1;#3;#12;#1;#1;12.04.2021;01.01.1900;0;0
#3398;SKU #3398;#1;#2;#12;#1;#1;21.12.2020;22.07.2022;0;0
#3399;SKU #3399;#1;#3;#12;#1;#1;11.02.2022;01.01.1900;0;0
#3400;SKU #3400;#1;#3;#12;#1;#1;11.02.2022;01.01.1900;0;0
#3401;SKU #3401;#1;#2;#12;#1;#1;31.03.2022;01.01.1900;0;0
#3402;SKU #3402;#1;#1;#13;#1;#1;09.10.2020;01.01.1900;0;0
#3403;SKU #3403;#1;#1;#13;#1;#1;19.10.2020;01.01.1900;0;0
#3404;SKU #3404;#1;#1;#13;#1;#1;07.12.2020;01.01.1900;0;0
#3405;SKU #3405;#1;#3;#13;#1;#1;30.04.2021;01.01.1900;0;0
#3406;SKU #3406;#1;#1;#13;#1;#1;10.11.2020;01.01.1900;0;0
#3407;SKU #3407;#1;#1;#13;#1;#1;04.02.2020;01.01.1900;0;0
#3408;SKU #3408;#1;#3;#13;#1;#1;23.09.2021;01.01.1900;0;0
#3409;SKU #3409;#1;#1;#13;#1;#1;28.08.2020;01.01.1900;0;0
#3410;SKU #3410;#1;#1;#14;#1;#1;01.07.2021;01.01.1900;0;0
#3411;SKU #3411;#1;#3;#14;#1;#1;15.02.2022;01.01.1900;0;0
#3412;SKU #3412;#1;#3;#14;#1;#1;15.02.2022;01.01.1900;0;0
#3413;SKU #3413;#1;#3;#14;#1;#1;15.02.2022;01.01.1900;0;0
#3414;SKU #3414;#1;#3;#14;#1;#1;31.03.2022;01.01.1900;0;0
#3415;SKU #3415;#1;#1;#15;#1;#1;12.12.2018;01.01.1900;0;0
#3416;SKU #3416;#1;#2;#15;#1;#1;28.08.2019;22.07.2022;0;0
#3417;SKU #3417;#1;#1;#16;#1;#1;21.03.2017;01.01.1900;0;0
#3418;SKU #3418;#1;#3;#17;#1;#1;27.12.2022;01.01.1900;0;0
#3419;SKU #3419;#2;#1;#19;#1;#1;02.07.2020;01.01.1900;0;0
#3420;SKU #3420;#1;#1;#19;#1;#1;29.08.2016;01.01.1900;0;0
#3421;SKU #3421;#2;#3;#19;#1;#1;22.11.2021;01.01.1900;0;0
#3422;SKU #3422;#2;#3;#19;#1;#1;23.03.2021;01.01.1900;0;0
#3423;SKU #3423;#2;#1;#19;#1;#1;21.06.2022;01.01.1900;0;0
#3424;SKU #3424;#1;#2;#20;#1;#1;22.09.2015;14.08.2020;0;0
#3425;SKU #3425;#1;#3;#20;#1;#1;06.10.2022;01.01.1900;0;0
#3426;SKU #3426;#1;#3;#20;#1;#1;06.10.2022;01.01.1900;0;0
#3427;SKU #3427;#1;#3;#20;#1;#1;06.10.2022;01.01.1900;0;0
#3428;SKU #3428;#1;#1;#20;#1;#1;06.10.2022;01.01.1900;0;0
#3429;SKU #3429;#2;#3;#22;#1;#1;06.07.2021;01.01.1900;0;0
#3430;SKU #3430;#2;#3;#22;#1;#1;06.07.2021;01.01.1900;0;0
#3431;SKU #3431;#2;#3;#24;#1;#1;06.07.2021;01.01.1900;0;0
#3432;SKU #3432;#6;#2;#26;#1;#1;26.05.2022;01.01.1900;0;0
#3433;SKU #3433;#7;#3;#26;#1;#1;11.02.2022;01.01.1900;0;0
#3434;SKU #3434;#6;#3;#26;#1;#1;07.12.2022;01.01.1900;0;0
#3435;SKU #3435;#8;#3;#26;#1;#1;28.10.2022;01.01.1900;0;0
#3436;SKU #3436;#7;#2;#28;#1;#1;26.10.2021;01.01.1900;0;0
#3437;SKU #3437;#7;#2;#28;#1;#1;26.10.2021;01.01.1900;0;0
#3438;SKU #3438;#2;#3;#29;#1;#1;25.08.2022;01.01.1900;0;0
#3439;SKU #3439;#2;#3;#29;#1;#1;25.08.2022;01.01.1900;0;0
#3440;SKU #3440;#2;#3;#29;#1;#1;25.08.2022;01.01.1900;0;0
#3441;SKU #3441;#2;#3;#29;#1;#1;11.02.2021;01.01.1900;0;0
#3442;SKU #3442;#2;#3;#29;#1;#1;11.02.2021;01.01.1900;0;0
#3443;SKU #3443;#2;#1;#29;#1;#1;10.04.2018;01.01.1900;0;0
#3444;SKU #3444;#2;#1;#29;#1;#1;18.06.2018;01.01.1900;0;0
#3445;SKU #3445;#2;#3;#29;#1;#1;26.08.2022;01.01.1900;0;0
#3446;SKU #3446;#2;#2;#29;#1;#1;03.07.2018;01.01.1900;0;0
#3447;SKU #3447;#2;#3;#29;#1;#1;25.08.2022;01.01.1900;0;0
#3448;SKU #3448;#4;#1;#30;#1;#1;19.10.2022;01.01.1900;0;0
#3449;SKU #3449;#4;#1;#30;#1;#1;19.10.2022;01.01.1900;0;0
#3450;SKU #3450;#2;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3451;SKU #3451;#2;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3452;SKU #3452;#2;#3;#31;#1;#1;08.09.2021;01.01.1900;0;0
#3453;SKU #3453;#2;#3;#31;#1;#1;25.05.2021;01.01.1900;0;0
#3454;SKU #3454;#1;#3;#31;#1;#1;25.05.2021;01.01.1900;0;0
#3455;SKU #3455;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3456;SKU #3456;#1;#1;#31;#1;#1;17.11.2022;01.01.1900;0;0
#3457;SKU #3457;#1;#1;#31;#1;#1;17.11.2022;01.01.1900;0;0
#3458;SKU #3458;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3459;SKU #3459;#1;#1;#31;#1;#1;17.11.2022;01.01.1900;0;0
#3460;SKU #3460;#1;#1;#31;#1;#1;17.11.2022;01.01.1900;0;0
#3461;SKU #3461;#1;#1;#31;#1;#1;09.12.2022;01.01.1900;0;0
#3462;SKU #3462;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3463;SKU #3463;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3464;SKU #3464;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3465;SKU #3465;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3466;SKU #3466;#1;#4;#31;#1;#1;19.11.2021;01.01.1900;0;0
#3467;SKU #3467;#1;#4;#31;#1;#1;19.11.2021;01.01.1900;0;0
#3468;SKU #3468;#2;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3469;SKU #3469;#2;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3470;SKU #3470;#2;#3;#31;#1;#1;08.09.2021;01.01.1900;0;0
#3471;SKU #3471;#2;#3;#31;#1;#1;08.09.2021;01.01.1900;0;0
#3472;SKU #3472;#2;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#3473;SKU #3473;#2;#3;#31;#1;#1;22.09.2021;01.01.1900;0;0
#3474;SKU #3474;#2;#1;#31;#1;#1;25.10.2022;01.01.1900;0;0
#3475;SKU #3475;#1;#1;#31;#1;#1;10.11.2022;01.01.1900;0;0
#3476;SKU #3476;#1;#1;#32;#1;#1;30.01.2017;01.01.1900;0;0
#3477;SKU #3477;#9;#1;#33;#1;#1;20.11.2020;01.01.1900;0;0
#3478;SKU #3478;#1;#4;#34;#1;#1;15.02.2021;01.01.1900;0;0
#3479;SKU #3479;#1;#2;#34;#1;#1;07.06.2018;13.07.2020;0;0
